8.378516417,17,9,17
0.561827503,9,7,6
7.816031725,17,15.5,14
3.812204306,15.5,6,15.5
3.993358625,14,13,6.5
3.713849288,15.5,12.5,13
2.9202631,13,11,7
1.376202147,12.5,6,12.5
2.323730712,13,10.5,9
2.021213595,11,9,9
1.258348263,12.5,10,10.5
1.466719686,10.5,8.5,8.5
0.855739312,9,7,6
0.926321049,9,6.5,7
1.091513945,9,7,6
0.530930688,10,6,8.5
0.726429747,10.5,7,8
0.343998589,8.5,6,6.8
0.336401773,8,6,6
