9.110562959,18,17.8,6
8.383727488,17.8,5.5,17.8
7.922966358,17.8,6,17.5
7.067898813,17.5,17,6
6.242143577,17,7.3,16.5
5.642947073,16.5,14,12.5
3.065538626,14,9,12.5
0.708431585,9,6,8
2.357106992,12.5,7,11.4
0.39131252,8,6.5,6.5
1.766724114,11.4,8.5,9
0.749921317,8.499998,6.5,6.5
1.016802634,9,7,7
2.22031522,12.5,11.5,7.2
1.499521057,11.5,11,6
1.079968894,11,10,6
1.08713213,10,8.4,8
0.47061752,8.4,7,7
